관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
시외터미널 관광안내소,시외터미널 앞,강원도,속초시,"주변 관광지, 관내 숙박업소, 교통정보를 제공합니다.",인터넷 정보검색+팩스+복사+프린터,설날 추석 근로자의날,9:00,18:00,9:00,18:00,2,Y,Y,Y,,033-639-2689,강원도 속초시 장안로 16 (동명동),강원도 속초시 동명동 261-16,강원도 속초시청,http://www.sokchotour.com,38.21112483,128.591122,2019-09-26,4230000,강원도 속초시
해맞이공원 관광안내소,설악해맞이공원 내,강원도,속초시,"주변 관광지, 관내 숙박업소, 교통정보를 제공합니다.",인터넷 정보검색+물품보관함+팩스+복사+프린터,설날 추석 근로자의날,9:00,18:00,9:00,18:00,2,Y,Y,Y,,033-635-2003,강원도 속초시 동해대로 3664 (대포동),강원도 속초시 대포동 178-9,강원도 속초시청,http://www.sokchotour.com,38.1631289,128.6085042,2019-09-26,4230000,강원도 속초시
온양온천역,온양온천역 1번출구 앞,충청남도,아산시,관광홍보자료 비치 및 관내 관광지 소개,휴대폰 급속충전기 대여,명절연휴,9:00,18:00,9:00,18:00,2,Y,Y,Y,,041-540-2517,충청남도 아산시 온천도로 1496,충청남도 아산시 온천동 69-10,충청남도 아산시청,www.asan.go.kr,36.780716,127.003246,2019-06-17,4520000,충청남도 아산시
외암민속마을,외암민속마을 내,충청남도,아산시,관광홍보자료 비치 및 관내 관광지 소개,휴대폰 급속충전기 대여,명절연휴,10:00,18:00,10:00,18:00,2,Y,Y,Y,,041-540-2110,충청남도 아산시 송악면 외암민속길 5,충청남도 아산시 외암리 258-3,충청남도 아산시청,www.asan.go.kr,36.7312785,127.0132089,2019-06-17,4520000,충청남도 아산시
천안아산역,천안아산역 2층,충청남도,아산시,관광홍보자료 비치 및 관내 관광지 소개,휴대폰 급속충전기 대여,명절연휴,9:00,18:00,9:00,18:00,1,Y,N,Y,,041-538-8018,충청남도 아산시 배방읍 희망로100,충청남도 아산시 장재리 364-4,충청남도 아산시청,www.asan.go.kr,36.7952522,127.104387,2019-06-17,4520000,충청남도 아산시
평택호관광안내소,평택호관리사무소1층,경기도,평택시,평택호관광단지 및 평택시 관광지안내,전망대,"설,추석 연휴 제외 연중무휴",10:00,17:00,10:00,16:00,1,N,N,N,,031-681-1672,경기도 평택시 현덕면 평택호길 159,경기도 평택시 현덕면 권관리 321,경기도 평택시청,http://www.pyeongtaek.go.kr/,36.9214142,126.922225,2019-09-25,3910000,경기도 평택시
평택항관광안내소,평택항여객터미널입구,경기도,평택시,평택항 및 평택시 관광지안내,,"설,추석 연휴 제외 연중무휴",10:00,17:00,10:00,16:00,1,N,N,Y,,031-8024-8953,,경기도 평택시 포승읍 만호리 570-2,경기도 평택시청,http://www.pyeongtaek.go.kr/,36.95717487,126.8462007,2019-09-25,3910000,경기도 평택시
신장쇼핑몰관광안내소,k-55부대앞 신장쇼핑몰입구,경기도,평택시,신장쇼핑몰 및 평택시 관광지안내,,"설,추석 연휴 제외 연중무휴",10:00,17:00,10:00,16:00,1,Y,N,N,,031-8024-3292,경기도 평택시 신장동 302-298,경기도 평택시 신장동 302-298,경기도 평택시청,http://www.pyeongtaek.go.kr/,37.08022614,127.0497529,2019-09-25,3910000,경기도 평택시
순천역관광안내소,순천역 내,전라남도,순천시,,,연중무휴,9:00,18:00,9:00,18:00,3,Y,,,,061-749-3107,전라남도 순천시 팔마로 135(덕암동),전라남도 순천시 덕암동 188-100,전라남도 순천시청,https://www.suncheon.go.kr/tour/,34.9459141,127.5031036,2019-08-28,4820000,전라남도 순천시
종합버스터미널 관광안내소,순천종합버스터미널 내,전라남도,순천시,,,연중무휴,9:00,18:00,9:00,18:00,1,,,,,061-749-3839,전라남도 순천시 장천3길 13(장천동),전라남도 순천시 장천동 18-22,전라남도 순천시청,https://www.suncheon.go.kr/tour/,34.94761202,127.491357,2019-08-28,4820000,전라남도 순천시
낙안읍성 관광안내소,낙안읍성 입구,전라남도,순천시,,,연중무휴,9:00,18:00,9:00,18:00,2,,,,,061-749-8849,전라남도 순천시 충민길 30,전라남도 순천시 낙안면 동내리 282-2,전라남도 순천시청,https://www.suncheon.go.kr/nagan/,34.9062615,127.3418512,2019-08-28,4820000,전라남도 순천시
선암사 관광안내소,선암사 입구,전라남도,순천시,,,연중무휴,9:00,18:00,9:00,18:00,2,,,,,061-753-2955,전라남도 순천시 승주읍 선암사길 450(죽학리),전라남도 순천시 승주읍 죽학리 802,전라남도 순천시청,http://www.seonamsa.net/,34.996788,127.3305972,2019-08-28,4820000,전라남도 순천시
송광사 관광안내소,송광사 입구,전라남도,순천시,,,연중무휴,9:00,18:00,9:00,18:00,2,,,,,000-000-0000,전라남도 순천시 송광면 송광사안길 100(선평리),전라남도 순천시 송광면 신평리 12,전라남도 순천시청,http://www.songgwangsa.org/,35.0032944,127.275384,2019-08-28,4820000,전라남도 순천시
드라마촬영장 관광안내소,드라마촬영장,전라남도,순천시,,,연중무휴,9:00,18:00,9:00,18:00,1,,,,,000-000-0000,전라남도 순천시 비례골길 24(조례동),전라남도 순천시 조례동 22,전라남도 순천시청,https://www.suncheon.go.kr/tour/,34.9570037,127.5375471,2019-08-28,4820000,전라남도 순천시
순천만국가정원 서문안내소,순천만국가정원 서문,전라남도,순천시,,,연중무휴,9:00,18:00,9:00,18:00,1,,,,,061-749-2956,전라남도 순천시 국가정원 1호길 7(오천동),전라남도 순천시 오천동 600,전라남도 순천시청,http://garden.sc.go.kr/,34.92893708,127.4962644,2019-08-28,4820000,전라남도 순천시
순천만국가정원 동문안내소,순천만국가정원 동문,전라남도,순천시,,,연중무휴,9:00,18:00,9:00,18:00,2,,,,,061-749-2869,전라남도 순천시 국가정원 1호길 162-11(풍덕동),전라남도 순천시 풍덕동 70,전라남도 순천시청,http://garden.sc.go.kr/,34.93023309,127.5106626,2019-08-28,4820000,전라남도 순천시
웰컴투청춘역관광안내소,순천역 광장,전라남도,순천시,,,연중무휴,9:00,18:00,9:00,18:00,2,,,,,061-746-1388,전라남도 순천시 팔마로 125,전라남도 순천시 조곡동 139-21,전라남도 순천시청,https://www.suncheon.go.kr/tour/,34.94577895,127.5022904,2019-08-28,4820000,전라남도 순천시
순천만습지탐방안내소,순천만습지 매표소 옆,전라남도,순천시,,,연중무휴,9:00,18:00,9:00,18:00,1,,,,,000-000-0000,전라남도 순천시 순천만길 513-25(대대동),전라남도 순천시 대대동 162-2,전라남도 순천시청,http://www.suncheonbay.go.kr/,34.885971,127.5090298,2019-08-28,4820000,전라남도 순천시
청풍 종합관광안내소,문화재단지,충청북도,제천시,제천시 관광전반 및 청풍 문화재단지 해설 안내,,"설날, 추석",9:00,18:00,10:00,17:00,4,Y,N,N,,043-641-6734,충청북도 제천시 청풍면 청풍호로2048,충청북도 제천시 청풍면 물태리 산 6-20,충청북도  제천시,http://tour.jecheon.go.kr,37.00404878,128.1733822,2019-09-23,4400000,충청북도 제천시
제천역 관광안내소,제천역 광장,충청북도,제천시,제천시 관광전반 및 시티투어 안내,,"설날, 추석",9:00,18:00,10:00,17:00,2,Y,N,Y,,043-648-7102,충청북도 제천시 의림대로 1(영천동),충청북도 제천시 영천동 1381-1,충청북도  제천시,http://tour.jecheon.go.kr,37.12845259,128.2041118,2019-09-23,4400000,충청북도 제천시
의림지 관광안내소,의림지 파크랜드 인근,충청북도,제천시,제천시 관광전반 및 의림지 일원에 대한 해설 안내,,"설날, 추석",9:00,18:00,10:00,17:00,2,N,Y,N,,043-651-7101,충청북도 제천시 의림지로 33(모산동),충청북도 제천시 모산동 238-16,충청북도  제천시,http://tour.jecheon.go.kr,37.174107,128.208077,2019-09-23,4400000,충청북도 제천시
박달재 관광안내소,박달재 정상,충청북도,제천시,제천시 관광전반 및 박달재 일원에 대한 해설 안내,,"설날, 추석",9:00,18:00,10:00,17:00,2,N,Y,N,,043-642-9398,충청북도 제천시 백운면 박달로231,충청북도 제천시 백운면 평동리 705,충청북도  제천시,http://tour.jecheon.go.kr,37.14503962,128.056201,2019-09-23,4400000,충청북도 제천시
배론성지 관광안내소,배론성지 내,충청북도,제천시,제천시 관광전반 및 배론성지에 대한 해설 안내,,"설날, 추석",9:00,18:00,10:00,17:00,2,N,N,N,,043-645-4527,충청북도 제천시 봉양읍 배론성지길 296,충청북도 제천시 봉양읍 구학리 640,충청북도  제천시,http://tour.jecheon.go.kr,37.15952672,128.0838569,2019-09-23,4400000,충청북도 제천시
송계 관광안내소,월악산국립공원 캠핑장 입구,충청북도,제천시,제천시 관광전반 및 월악산과 송계계곡 등에 대한 해설 안내,,"동절기, 설날, 추석",9:00,18:00,10:00,17:00,1,N,N,N,,043-644-7101,충청북도 제천시 한수면 미륵송계로 1609,충청북도 제천시 한수면 송계리 731,충청북도  제천시,http://tour.jecheon.go.kr,36.883751,128.0785422,2019-09-23,4400000,충청북도 제천시
자양영당 관광안내소,자양영당 내,충청북도,제천시,"제천시 관광전반 및 자양영당, 의병박물관 등에 대한 해설 안내",,"동절기, 설날, 추석",9:00,18:00,10:00,17:00,1,N,N,N,,043-641-4811,충청북도 제천시 봉양읍 의암로 566-7,충청북도 제천시 봉양읍 공전리 475,충청북도  제천시,http://tour.jecheon.go.kr,37.09919835,128.086219,2019-09-23,4400000,충청북도 제천시
한방엑스포공원 관광안내소,한방과학관,충청북도,제천시,"제천시 관광전반 및 한방엑스포공원, 한방도시 제천 해설 안내",,"동절기, 설날, 추석",9:00,18:00,10:00,17:00,1,N,N,N,,043-646-7102,충청북도 제천시 한방엑스포로 19(왕암동),충청북도 제천시 왕암동 660,충청북도  제천시,http://tour.jecheon.go.kr,37.1428677,128.160131,2019-09-23,4400000,충청북도 제천시
충북 관광정보센터,만남의 광장,충청북도,제천시,제천시 관광전반 및 청풍랜드 일원에 대한 해설 안내,"건강진단기기, 심장제세동기 구비","설날, 추석",9:00,18:00,10:00,17:00,2,Y,N,Y,,043-641-6731,충청북도 제천시 청풍면 청풍호로 50길6,충청북도 제천시 청풍면 교리 147,충청북도  제천시,http://tour.jecheon.go.kr,37.01083356,128.1811895,2019-09-23,4400000,충청북도 제천시
신세계 관광안내소,신세계프리미엄아울렛,경기도,파주시,파주시 관광지 안내,,연중무휴,11:00,19:00,11:00,18:00,1,N,N,N,,031-000-0001,경기도 파주시 탄현명 필승로 200,경기도 파주시 탄현면 법흥리 1790-8,경기도 파주시청,https://tour.paju.go.kr/user/tour/place/BD_tourPlaceInfoList.do?q_gubun=thema4&menuCode=3,37.7696173,126.696253,2019-09-06,4060000,경기도 파주시
임진각 관광안내소,임진각,경기도,파주시,"파주시내 관광지 안내, 민북지역 안보관광 가격정보와 안내",휠체어 대여+유모차 대여,연중무휴,9:00,18:00,9:00,17:00,3,Y,N,Y,영어+중국어,031-953-4744,경기도 파주시 문산읍 임진각로 177,경기도 파주시 문산읍 마정리 1325-1,경기도 파주시청,https://tour.paju.go.kr/user/tour/place/BD_tourPlaceInfoList.do?q_gubun=thema4&menuCode=1,37.8893096,126.7400657,2019-09-06,4060000,경기도 파주시
맛고을 관광안내소,맛고을,경기도,파주시,파주시 관광지 안내,,연중무휴,11:00,18:00,11:00,18:00,1,N,N,N,,031-000-0000,경기도 파주시 탄현면 성동리 638,경기도 파주시 탄현면 성동리 638,경기도 파주시청,https://tour.paju.go.kr/user/tour/place/BD_tourPlaceInfoList.do?q_gubun=thema4&menuCode=2,37.785879,126.689906,2019-09-06,4060000,경기도 파주시
완주 송광사 관광안내소,완주 송광사,전라북도,완주군,전라북도 완주군 소양읍 대흥리종남산(終南山)에 있는 송광사(대한불교조계종)내에 위치,,"주말,공휴일",10:00,17:00,10:00,17:00,1,N,N,N,,063-290-2624,전라북도 완주군 소양면 송광수만로 255-16,전라북도 완주군 소양면 대흥리 569-2,전라북도 완주군,,35.88576893,127.2417491,2019-09-30,4720000,전라북도 완주군
완주 편백숲 관광안내소,완주 상관편백숲,전라북도,완주군,전라북도 완주군 상관면 죽림리 공기마을에 위치,,"주말,공휴일",10:00,17:00,10:00,17:00,1,N,N,N,,063-290-2624,전라북도 완주군 상관면 죽림편백길 191-24,전라북도 완주군 상관면 죽림리 650,전라북도 완주군,,35.73749064,127.2023886,2019-09-30,4720000,전라북도 완주군
횡성군관광안내소,횡성호수길,강원도,횡성군,횡성관내 관광코스 안내,호수길 설명 등,"화, 금",9:00,18:00,9:00,18:00,1,N,N,N,N,033-343-3432,강원도 횡성군 갑천면 태기로구방5길 40,강원도 횡성군 갑천면 구방리 512,강원도 횡성군청,http://www.hsg.go.kr/tour,37.5457846,128.0670546,2019-06-10,4260000,강원도 횡성군
횡성군관광안내소,횡성역,강원도,횡성군,횡성관내 관광코스 안내,횡성역 경유 관광안내,"화, 금",9:00,18:00,9:00,18:00,1,Y,N,N,영어,070-8282-2330,,강원도 횡성군 횡성읍 생운리 246-4,강원도 횡성군청,http://www.hsg.go.kr/tour,37.4830132,128.0096113,2019-06-10,4260000,강원도 횡성군
횡성군관광안내소,둔내역,강원도,횡성군,횡성관내 관광코스 안내,둔내역 경유 관광안내,"화, 금",9:00,18:00,9:00,18:00,1,N,N,Y,중국어,070-8299-2330,강원도 횡성군 둔내면 고원로 116,강원도 횡성군 둔내면 자포곡리 433-1,강원도 횡성군청,http://www.hsg.go.kr/tour,37.5103581,128.2215125,2019-06-10,4260000,강원도 횡성군
순창군종합관광안내소,전라북도 순창군 팔덕면 강천산길 75,전라북도,순창군,강천산 군립공원 내 순창 관광 안내소,,"1월1일,설날,추석,기타(교육)",10:00,17:00,10:00,17:00,2,N,N,N,,063-650-1674,전라북도 순창군 팔덕면 강천산길 75,전라북도 순창군 팔덕면 청계리 958-1,순창군청,http://tour.sunchang.go.kr,35.4085178,127.0699816,2019-06-30,4770000,전라북도 순창군
낙산관광안내소,강원도 양양군 강현면 동해대로 3094,강원도,양양군,주요 관광지 안내,-,명절휴무,9:00,18:00,9:00,18:00,2,N,N,Y,,033-670-2397,강원도 양양군 강현면 동해대로 3094,강원도 양양군 강현면 주청리 117-1,강원도 양양군청,www.yangyang.go.kr,38.1183862,128.6283585,2019-06-30,4350000,강원도 양양군
광주역 관광안내소,광주역 1층,광주광역시,북구,관광객 관광 종합정보 제공,관광안내 및 관광홍보물 제공,연중운영,9:00,18:00,9:00,18:00,3,Y,N,Y,,062-233-9370,광주광역시 북구 무등로 235(중흥동),광주광역시 북구 중흥동 611-2,광주광역시관광협회,http://www.gjtravel.or.kr/,35.16556172,126.9094573,2019-09-25,3620000,광주광역시 북구
화개장터 관광안내소,화개장터 정문,경상남도,하동군,,,연중무휴,10:00,17:00,10:00,17:00,1,,,,,055-883-5722,경상남도 하동군 화개면 쌍계로 15,,경상남도 하동군청,,35.1877406,127.6243772,2019-06-17,5440000,경상남도 하동군
악양 종합관광안내소,최참판댁 입구,경상남도,하동군,,,연중무휴,10:00,17:00,10:00,17:00,1,,,,,055-880-2950,경상남도 하동군 악양면 평사리길 66-7,,경상남도 하동군청,,35.1556978,127.6884183,2019-06-17,5440000,경상남도 하동군
청학동 관광안내소,지리산 청학동 관문 입구,경상남도,하동군,,,연중무휴,10:00,17:00,10:00,17:00,1,,,,,055-882-5379,경상남도 하동군 청암면 아래몰길 6,,경상남도 하동군청,,35.23630664,127.7227536,2019-06-17,5440000,경상남도 하동군
쌍계사 관광안내소,쌍계사 입구,경상남도,하동군,,,연중무휴,10:00,17:00,10:00,17:00,1,,,,,055-883-7019,경상남도 하동군 화개면 쌍계사길 59,,경상남도 하동군청,,35.2331819,127.6497993,2019-06-17,5440000,경상남도 하동군
지리산 생태 과학관,지리산 생태 과학관 입구,경상남도,하동군,,,연중무휴,10:00,17:00,10:00,17:00,1,,,,,055-884-3026,경상남도 하동군 악양면 섬진강대로 3358-30,,경상남도 하동군청,,35.1506729,127.6752582,2019-06-17,5440000,경상남도 하동군
설봉공원 관광안내소,설봉공원 입구,경기도,이천시,이천시 전체 관광안내정보를 제공,휠체어+유모차 대여,설+추석 명절 휴무,10:00,17:00,10:00,17:00,1,Y,Y,Y,,031-634-6770,경기도 이천시 엑스포길 64-1,경기도 이천시 관고동 351-2,경기도 이천시청 홍보관광담당관실,,37.278269,127.428265,2019-07-29,4070000,경기도 이천시
이천롯데프리미엄아울렛 관광안내소,아울렛 안내소,경기도,이천시,이천시 전체 관광안내정보를 제공,휠체어+유모차 대여,설+추석 명절 휴무,11:00,18:00,11:00,18:00,1,Y,Y,Y,,031-887-4149,경기도 이천시 호법면 프리미엄아울렛로 177-74,경기도 이천시 호법면 단천리 864번지,경기도 이천시청 홍보관광담당관실,,37.2422229,127.400025,2019-07-29,4070000,경기도 이천시
무안군 관광안내소,무안군 관광안내소,전라남도,무안군,"문화관광해설사가 상주하고 있으며, 해설사의 친절한 관광지 설명을 들을 수 있습니다.",주변 편의점,연중무휴,10:00,17:00,10:00,17:00,23,Y,Y,Y,3,061-454-5224,전라남도 무안군 무안읍 무안로 494,전라남도 무안군 무안읍 성남리 276-8,무안군,x,34.9873876,126.47841,2019-06-26,4950000,전라남도 무안군
회산백련지 관광안내소,회산백련지 관광안내소,전라남도,무안군,"문화관광해설사가 상주하고 있으며, 해설사의 친절한 관광지 설명을 들을 수 있습니다.",주변 편의점,탄력적 운영,10:00,17:00,10:00,17:00,23,Y,Y,Y,3,061-281-0595,전라남도 무안군 일로읍 백련로 333,전라남도 무안군 일로읍 복룡리 151,무안군,x,34.86008849,126.5298962,2019-06-26,4950000,전라남도 무안군
종합관광안내소,남포동,부산광역시,관광마이스과,부산관광안내,,연중무휴,10:00,19:00,10:00,19:00,5,Y,Y,Y,러시아어,051-253-8253,부산광역시 중구 구덕로31,부산광역시 중구 남포동4가 18-2,부산광역시관광협회,https://tour.busan.go.kr/board/list.busan?boardId=TOUR_GUIDE&menuCd=DOM_000000108003000000&contentsSid=76,35.097635,129.032303,2019-07-30,6260000,부산광역시
김해공항안내소(국내선),김해공항,부산광역시,관광마이스과,부산관광안내,,연중무휴,9:00,20:00,9:00,20:00,4,Y,Y,Y,,051-973-4607,부산광역시 강서구 공항진입로108,부산광역시 강서구 대저2동 2350,부산광역시관광협회,https://tour.busan.go.kr/board/list.busan?boardId=TOUR_GUIDE&menuCd=DOM_000000108003000000&contentsSid=76,35.1728758,128.9457991,2019-07-30,6260000,부산광역시
김해공항안내소(국제선),김해공항,부산광역시,관광마이스과,부산관광안내,,연중무휴,9:00,20:00,9:00,20:00,4,Y,Y,Y,,051-973-2800,부산광역시 강서구 공항진입로108,부산광역시 강서구 대저2동 2350,부산광역시관광협회,https://tour.busan.go.kr/board/list.busan?boardId=TOUR_GUIDE&menuCd=DOM_000000108003000000&contentsSid=76,35.1728758,128.945745,2019-07-30,6260000,부산광역시
부산역관광안내소,부산역,부산광역시,관광마이스과,부산관광안내,,연중무휴,9:00,20:00,9:00,20:00,6,Y,Y,Y,,051-441-6565,부산광역시 동구 중앙대로206,부산광역시 동구 초량동 1187-1,부산광역시관광협회,https://tour.busan.go.kr/board/list.busan?boardId=TOUR_GUIDE&menuCd=DOM_000000108003000000&contentsSid=76,35.11760617,129.0450624,2019-07-30,6260000,부산광역시
국제여객터미널관광안내소,중앙동,부산광역시,관광마이스과,부산관광안내,,연중무휴,8:00,18:40,8:00,18:40,4,Y,Y,Y,,051-465-3471,부산광역시 동구 충장대로206,부산광역시 동구 초량동 45-39,부산광역시관광협회,https://tour.busan.go.kr/board/list.busan?boardId=TOUR_GUIDE&menuCd=DOM_000000108003000000&contentsSid=76,35.11774625,129.0491459,2019-07-30,6260000,부산광역시
종합버스터미널관광안내소,노포동,부산광역시,관광마이스과,부산관광안내,,연중무휴,9:00,18:00,9:00,18:00,4,Y,Y,Y,,051-502-7399,부산광역시 금정구 중앙대로2238,부산광역시 금정구 노포동 133,부산광역시관광협회,https://tour.busan.go.kr/board/list.busan?boardId=TOUR_GUIDE&menuCd=DOM_000000108003000000&contentsSid=76,35.28468657,129.0954812,2019-07-30,6260000,부산광역시
저동관광안내소,울릉 저동항,경상북도,울릉군,,,연중무휴,9:00,18:00,9:00,18:00,1,,,,,054-791-6629,,경상북도 울릉군 울릉읍 저동리 48-7,경상북도 울릉군청,www.ulleung.go.kr,37.49457942,130.9096681,2019-09-30,5260000,경상북도 울릉군
도동관광안내소,울릉 도동소공원,경상북도,울릉군,,,연중무휴,9:00,18:00,9:00,18:00,2,,,,,054-790-6454,,경상북도 울릉군 울릉읍 도동리 89,경상북도 울릉군청,www.ulleung.go.kr,37.48210646,130.9078936,2019-09-30,5260000,경상북도 울릉군
산막이옛길 관광안내소,산막이옛길,충청북도,괴산군,괴산군 산막이옛길 관광안내,,"토,일,법정휴일",9:00,18:00,10:00,17:00,2,N,N,N,부,070-4477-2417,,충청북도 괴산군 칠성면 사은리 546-8,충청북도 괴산군청,http://www.goesan.go.kr,36.759582,127.836793,2019-06-21,4460000,충청북도 괴산군
김시민장군 충민사 관광안내소,김시민장군 충민사,충청북도,괴산군,임진왜란때 진주대첩을 승리로 이끈 충무공 김시민장군의 위패를봉안하고 배향하는 사당 관광안내,,"토,일,법정휴일",9:00,18:00,10:00,17:00,1,N,N,N,부,043-830-3734,충청북도 괴산군 괴산읍 충민사길 46,충청북도 괴산군 괴산읍 능촌리 57,충청북도 괴산군청,http://www.goesan.go.kr,36.8362083,127.8472363,2019-06-21,4460000,충청북도 괴산군
화양구곡 관광안내소,우암송시열유적지,충청북도,괴산군,화양구곡의 절경과 계곡에 산재된 우암송시열 유적지 관광안내,,"토,일,법정휴일",9:00,18:00,10:00,17:00,1,N,N,N,부,043-832-0186,충청북도 괴산군 청천면 화양동길 188,충청북도 괴산군 청천면 화양리 393-2,충청북도 괴산군청,http://www.goesan.go.kr,36.668777,127.811417,2019-06-21,4460000,충청북도 괴산군
대구관광정보센터,두류공원 내,대구광역시,달서구,"대구관광정보센터는 시민에게 유익한 국내외 관광정보를 제공하고, 대구·경북 지역의 관광 자원을 세계에 홍보할 목적으로 건립되었다. 연중무휴로 운영되며, 영어, 일어, 중국어 통역 안내원이 상시 배치되어 대구를 찾아온 내, 외국인들에게 교통편, 숙박시설 등 다양한 관광 정보를 제공한다.",외국어 안내+숙박안내+쇼핑안내+특산품 판매,연중무휴,9:00,18:00,9:00,18:00,7,Y,Y,Y,"영어, 일본어, 중국어",053-627-8986,대구광역시 달서구 공원순환로 46,대구광역시 달서구 두류동 588,대구광역시관광협회,http://www.daegutour.or.kr/,35.85086313,128.5576665,2019-09-19,6270000,대구광역시
이월드 관광안내소,이월드 정문동 우측,대구광역시,달서구,이월드 관광안내소는 이월드 정문 우측에 위치하고 있다. 각종 축제의 중심인 두류공원 인근에 위치하고 있어 대구를 찾는 내외국인에게 대구의 관광안내 및 관광정보를 제공하고 있다.,통역 서비스,연중무휴,10:00,19:00,10:00,19:00,2,Y,,Y,"영어, 중국어",053-621-6046,대구광역시 달서구 두류공원로 200,대구광역시 달서구 두류동 산302-11,대구광역시관광협회,http://www.daegutravel.or.kr/,35.85485417,128.5648201,2019-09-19,6270000,대구광역시
엑스코 관광안내소,대구전시컨벤션센터(신관 1층),대구광역시,북구,엑스코의 각종 행사에 참석하는 내외국인에게 대구의 관광안내 및 관광정보를 제공하고 있다.,통역 서비스,연중무휴,9:00,18:00,9:00,18:00,2,Y,,,영어,053-601-5237,대구광역시 북구 엑스코로 10,대구광역시 북구 산격동 1676,대구광역시관광협회,http://www.daegutravel.or.kr/,35.9070695,128.6130836,2019-09-19,6270000,대구광역시
동대구역 관광안내소,동대구역 광장,대구광역시,동구,동대구역 관광안내소는 동대구역 광장 내에 위치하고 있다. 관광·교통·음식·쇼핑 및 숙박시설 안내 뿐 아니라 통역 서비스가 가능하다.,통역 서비스,연중무휴,9:00,19:00,9:00,19:00,5,Y,Y,Y,"영어, 일본어, 중국어",053-939-0080,대구광역시 동구 동대구로 550,대구광역시 동구 신암동 294,대구광역시관광협회,http://www.daegutravel.or.kr/,35.87943775,128.6287185,2019-09-19,6270000,대구광역시
대구역 관광안내소,대구역 광장,대구광역시,북구,대구역 관광안내소는 대구의 관문인 대구역 광장에 위치해 있으며 대구를 찾는 내외국인에게 대구의 관광안내 및 관광정보를 제공하고 있다.,외국어 안내,연중무휴,9:00,18:00,9:00,18:00,2,Y,Y,,"영어, 일본어",053-660-1432,대구광역시 북구 태평로 161,대구광역시 북구 칠성동2가 302-155,대구광역시관광협회,http://www.daegutravel.or.kr/,35.8758942,128.5961298,2019-09-19,6270000,대구광역시
대구공항 관광안내소,대구국제공항 청사내,대구광역시,동구,"대구공항 관광안내소는 대구국제공항 청사 1층에 위치하고 있으며, 대구·경북의 다양한 관광정보를 국내외 관광객에게 제공한다.",통역 서비스,연중무휴,9:00,19:00,9:00,19:00,5,Y,Y,Y,"영어, 일본어, 중국어",053-984-1994,대구광역시 동구 공항로 221,대구광역시 동구 지저동 400-5,대구광역시관광협회,http://www.daegutravel.or.kr/,35.89988945,128.6375558,2019-09-19,6270000,대구광역시
약령시 관광안내소,약령시한의약박물관 앞,대구광역시,중구,약령시 관광 안내소에서는 각종 관광정보 안내의 외국어 통역을 제공 받을 수 있다.,통역 서비스,연중무휴,9:00,18:00,9:00,18:00,4,Y,Y,Y,"영어, 일본어, 중국어",053-661-3324,대구광역시 중구 남성로 27-1,대구광역시 중구 남성로 52-2,대구광역시관광협회,http://www.daegutravel.or.kr/,35.8681384,128.589932,2019-09-19,6270000,대구광역시
동성로 관광안내소,동성로 대구백화점 좌측,대구광역시,중구,시내중심가인 동성로에 위치한 동성로 관광안내소는 2002년 6월 1일 개소하여 도심 관광객들에게 관광·쇼핑·교통·숙박 정보와 외국어 통역서비스를 제공하고 있다.,통역 서비스+숙박안내+쇼핑안내+교통안내,연중무휴,10:00,19:00,10:00,19:00,4,Y,Y,Y,"영어, 일본어, 중국어",053-252-2696,대구광역시 중구 동성로 30,대구광역시 중구 동성로2가 166-1,대구광역시관광협회,http://www.daegutravel.or.kr/,35.86946137,128.5959651,2019-09-19,6270000,대구광역시
율포솔밭해수욕장 관광안내소,율포솔밭해수욕장,전라남도,보성군,율포솔밭해수욕장에 위치한 관광안내소로서 해수욕장 인근 관광지 안내 가능,없음,9월~6월,10:00,18:00,10:00,17:00,1,N,N,N,한국어,000-000-0000,전라남도 보성군 회천면 우암길 24,,전라남도 보성군청,없음,34.6700298,127.0890226,2019-09-30,4890000,전라남도 보성군
한국차문화공원 관광안내소,한국차문화공원 입구,전라남도,보성군,한국차문화공원에 위치한 관광안내소로서 버스시간 및 근처 관광시설에 관한 안내제공,없음,연중무휴,10:00,18:00,10:00,17:00,1,N,N,N,한국어,061-852-8525,전라남도 보성군 보성읍 녹차로 775,,전라남도 보성군청,없음,34.7198297,127.081709,2019-09-30,4890000,전라남도 보성군
명동관광안내소,신한은행옆,서울특별시,중구,관광안내소,관광정보제공,명절연휴,9:00,22:00,9:00,22:00,6,Y,Y,Y,,02-774-3238,서울특별시 중구 명동길 43-1,서울특별시 중구 명동1가 53-14,서울특별시 중구청,,37.563916,126.984859,2019-04-05,3010000,서울특별시 중구
서울글로벌문화체험센터,명동M프라자 5층,서울특별시,중구,관광안내소,관광정보제공,명절연휴,10:30,19:30,10:30,19:30,3,Y,Y,Y,,02-3789-7961,서울특별시 중구 명동8길 27,서울특별시 중구 명동2가 31-1,서울특별시 중구청,https://www.facebook.com/Seoulcenter3789,37.562437,126.985233,2019-04-05,3010000,서울특별시 중구
