"업종명","업소명","소재지(도로명)","소재지(지번)","영업장면적","소재지전화","업태명","데이터기준일자"
"일반음식점","란소주방","제주특별자치도 제주시 구좌읍 구좌로 34","제주특별자치도 제주시 구좌읍 세화리 1538번지 2호  ","29.4","064-783-6700","분식","2018-05-02"
"일반음식점","명선회식당","제주특별자치도 제주시 한림읍 수원1길 4","제주특별자치도 제주시 한림읍 수원리 765번지 5호  ","129.6","064-796-3767","회집","2018-05-02"
"일반음식점","더꽃돈","제주특별자치도 제주시 한림읍 한림로 328. 2층","제주특별자치도 제주시 한림읍 협재리 2514번지 4호  ","59.36","064-794-4020","한식","2018-05-02"
"일반음식점","금능농공단지구내식당","제주특별자치도 제주시 한림읍 금능농공길 41","제주특별자치도 제주시 한림읍 금능리 407번지 16호  ","60.84","064-772-5679","한식","2018-05-02"
"일반음식점","김녕해녀직영횟집","제주특별자치도 제주시 구좌읍 김녕로21길 25. 나동 1층","제주특별자치도 제주시 구좌읍 김녕리 1270번지 3호  ","108.63","064-783-4986","탕류(보신용)","2018-05-02"
"일반음식점","금능자갈","제주특별자치도 제주시 한림읍 한림로 228","제주특별자치도 제주시 한림읍 금능리 1454번지 11호  ","125.02","064-796-8808","한식","2018-05-02"
"일반음식점","즐겨찾기","제주특별자치도 제주시 매촌1길 18 (도련이동)","제주특별자치도 제주시 도련이동 598번지  ","86.98","064-758-5525","중국식","2018-05-02"
"일반음식점","춘하추동",,"제주특별자치도 제주시 애월읍 어음1리 2525번지  ","110.02","064-799-2905","한식","2018-05-02"
"일반음식점","섬소나이",,"제주특별자치도 제주시 우도면 연평리 1290번지 6호  ","66","064-782-7345","한식","2018-05-02"
"일반음식점","재연식당","제주특별자치도 제주시 구좌읍 세화1길 20-30","제주특별자치도 제주시 구좌읍 세화리 3644번지 3호  ","34.74","064-782-9096","한식","2018-05-02"
"일반음식점","다복","제주특별자치도 제주시 조천읍 함와로 74","제주특별자치도 제주시 조천읍 함덕리 72번지 80호  ","64.2","064-783-9576","한식","2018-05-02"
"일반음식점","모리화","제주특별자치도 제주시 고마로16길 9 (일도이동)","제주특별자치도 제주시 일도이동 380번지 2호  ","100.89","064-751-5030","중국식","2018-05-02"
"일반음식점","수궁","제주특별자치도 제주시 중앙로2길 7 (삼도이동)","제주특별자치도 제주시 삼도이동 1번지 2호  ","104.44","064-753-4823","한식","2018-05-02"
"일반음식점","용두골","제주특별자치도 제주시 서해안로 644 (용담삼동)","제주특별자치도 제주시 용담삼동 1003번지 5호  ","168.9","064-711-2234","한식","2018-05-02"
"일반음식점","동화네동태찌게","제주특별자치도 제주시 광양1길 20. 1층 (이도일동)","제주특별자치도 제주시 이도일동 1289번지 16호  ","31.54","064-758-9756","한식","2018-05-02"
"일반음식점","올리브와뽀빠이","제주특별자치도 제주시 신광로 32-1 (연동.(신광로44))","제주특별자치도 제주시 연동 261번지 7호 (신광로44)","21.93","064-746-9067","한식","2018-05-02"
"일반음식점","삼다통닭화북점","제주특별자치도 제주시 동화로1길 55 (화북일동)","제주특별자치도 제주시 화북일동 15번지 1호  ","29.7",,"통닭(치킨)","2018-05-02"
"일반음식점","화북송가네감자탕","제주특별자치도 제주시 진동로3길 25 (화북일동)","제주특별자치도 제주시 화북일동 1973번지 18호  ","110.17","064-702-5666","식육(숯불구이)","2018-05-02"
"일반음식점","집나간왕새우바람난조개구이","제주특별자치도 제주시 고마로 126 (이도이동)","제주특별자치도 제주시 이도이동 408번지 1호  ","108.84",,"식육(숯불구이)","2018-05-02"
"일반음식점","야래향비지니스바","제주특별자치도 제주시 고마로 136. 2층 (이도이동)","제주특별자치도 제주시 이도이동 408번지 6호  ","114.9","064-722-9194","까페","2018-05-02"
"일반음식점","해도회초밥","제주특별자치도 제주시 제원길 8. 1층 (연동)","제주특별자치도 제주시 연동 261번지 27호  ","64.72","064-711-3892","회집","2018-05-02"
"일반음식점","연동대복관","제주특별자치도 제주시 신대로 126 (연동)","제주특별자치도 제주시 연동 303번지 13호  ","58.44","064-742-0152","중국식","2018-05-02"
"일반음식점","토대력올레점","제주특별자치도 제주시 고마로 136 (이도이동)","제주특별자치도 제주시 이도이동 408번지 6호  ","108.09",,"호프/통닭","2018-05-02"
"일반음식점","돈앤삼겹","제주특별자치도 제주시 남녕로6길 3 (연동)","제주특별자치도 제주시 연동 1953번지 11호  ","100.57","064-738-3826","식육(숯불구이)","2018-05-02"
"일반음식점","정통옛날손","제주특별자치도 제주시 진남로4길 21 (화북일동)","제주특별자치도 제주시 화북일동 1953번지 4호  ","60.8","064-724-1608","중국식","2018-05-02"
"일반음식점","왕고모네국수","제주특별자치도 제주시 신산로 77 (일도이동)","제주특별자치도 제주시 일도이동 168번지 32호 (1층)","75.51","064-753-0049","한식","2018-05-02"
"일반음식점","유노이아","제주특별자치도 제주시 광양1길 8. 1층 (이도일동)","제주특별자치도 제주시 이도일동 1289번지 19호  ","70.61","064-757-7717","한식","2018-05-02"
"일반음식점","제주시청점새마을식당","제주특별자치도 제주시 광양14길 8 (이도이동)","제주특별자치도 제주시 이도이동 1767번지 8호  ","106.83","064-723-3033","식육(숯불구이)","2018-05-02"
"일반음식점","넉둥베기고사리육개장","제주특별자치도 제주시 서문로 9-1. 1층 (용담일동)","제주특별자치도 제주시 용담일동 306번지 5호  ","112.98","064-702-1533","한식","2018-05-02"
"일반음식점","스시도모다찌","제주특별자치도 제주시 광양8길 1. 2층 (이도이동)","제주특별자치도 제주시 이도이동 1772번지 3호  ","115.25","064-753-8458","한식","2018-05-02"
"일반음식점","어촌","제주특별자치도 제주시 신성로 63 (도남동)","제주특별자치도 제주시 도남동 908번지 7호  ","57.12","064-752-7474","회집","2018-05-02"
"일반음식점","우연국수2호점","제주특별자치도 제주시 다랑곶길 19 (노형동)","제주특별자치도 제주시 노형동 1277번지 5호  ","39.57","064-746-1427","식육(숯불구이)","2018-05-02"
"일반음식점","달빛사랑채","제주특별자치도 제주시 연동4길 6-2 (연동)","제주특별자치도 제주시 연동 253번지 4호  ","88.23","064-742-1388","호프/통닭","2018-05-02"
"일반음식점","우창갈비","제주특별자치도 제주시 원노형3길 6 (노형동)","제주특별자치도 제주시 노형동 915번지 6호  ","149.39","064-743-7800","식육(숯불구이)","2018-05-02"
"일반음식점","낭푼이닭한마리","제주특별자치도 제주시 광양13길 6-4 (이도이동)","제주특별자치도 제주시 이도이동 1180번지 5호  ","104.63","064-724-6200","통닭(치킨)","2018-05-02"
"일반음식점","뜰","제주특별자치도 제주시 신광로6길 25. 106호 (연동)","제주특별자치도 제주시 연동 252번지 1호 제원아파트상가106호(제원4로19)","34.32","064-746-7334","호프/통닭","2018-05-02"
"일반음식점","이비가짬뽕연동점","제주특별자치도 제주시 연오로 134. 1~2층 (연동)","제주특별자치도 제주시 연동 368번지 5호  ","196.45","064-747-7842","한식","2018-05-02"
"일반음식점","MBC차곡","제주특별자치도 제주시 문연로 35. 1층 (연동. MBC문화방송국)","제주특별자치도 제주시 연동 321번지 22호  ","154.48","064-740-2345","한식","2018-05-02"
"일반음식점","송탄부대찌개집","제주특별자치도 제주시 신대로12길 11 (연동)","제주특별자치도 제주시 연동 292번지 49호  ","45.84","064-743-3356","한식","2018-05-02"
"일반음식점","주영이네집밥","제주특별자치도 제주시 가령로4길 26 (이도이동)","제주특별자치도 제주시 이도이동 1049번지 1호  ","92","064-753-3507","한식","2018-05-02"
"일반음식점","비비큐신제주연동점","제주특별자치도 제주시 신대로20길 34. 1층 (연동)","제주특별자치도 제주시 연동 285번지 9호  ","19.04","064-748-6201","통닭(치킨)","2018-05-02"
"일반음식점","맑은바다","제주특별자치도 제주시 신산로7길 68 (일도이동)","제주특별자치도 제주시 일도이동 550번지 24호  ","41.83","064-724-5128","한식","2018-05-02"
"일반음식점","미선이네포차","제주특별자치도 제주시 신광로10길 30. 2층 (연동)","제주특별자치도 제주시 연동 255번지 11호  ","56.7","064-744-7721","호프/통닭","2018-05-02"
"일반음식점","감자","제주특별자치도 제주시 문송길 19 (연동)","제주특별자치도 제주시 연동 312번지 7호  ","56.09","064-742-0340","한식","2018-05-02"
"일반음식점","장군닭","제주특별자치도 제주시 신광로6길 2. 1층 (연동)","제주특별자치도 제주시 연동 261번지 18호  ","27","064-744-2216","한식","2018-05-02"
"일반음식점","박쉐프일식","제주특별자치도 제주시 광양9길 28 (이도이동)","제주특별자치도 제주시 이도이동 1148번지 16호  ","120.48","064-713-5555","식육(숯불구이)","2018-05-02"
"일반음식점","대화","제주특별자치도 제주시 신대로14길 31 (연동.(연중4로47))","제주특별자치도 제주시 연동 283번지 48호 (연중4로47)","92.82","064-744-4936","한식","2018-05-02"
"일반음식점","용담기사","제주특별자치도 제주시 용담로 98 (용담이동.(대교로21))","제주특별자치도 제주시 용담이동 358번지 4호 (대교로21)","79.06","064-746-9422","한식","2018-05-02"
"일반음식점","하영","제주특별자치도 제주시 동광로1길 32 (이도일동.(광양초등길58))","제주특별자치도 제주시 이도일동 1289번지 5호 (광양초등길58)","13.98",,"한식","2018-05-02"
"일반음식점","해모루","제주특별자치도 제주시 월랑로4길 6. 1층 (노형동)","제주특별자치도 제주시 노형동 1279번지 1호  ","81.6",,"호프/통닭","2018-05-02"
"일반음식점","촌놈","제주특별자치도 제주시 원노형남1길 36 (노형동)","제주특별자치도 제주시 노형동 934번지 17호  ","52.77","064-742-5844","한식","2018-05-02"
"일반음식점","호근동","제주특별자치도 제주시 광양10길 17 (이도이동)","제주특별자치도 제주시 이도이동 1766번지 4호  ","23.04","064-752-3280","한식","2018-05-02"
"일반음식점","노형근고기","제주특별자치도 제주시 월랑로 11-1 (노형동)","제주특별자치도 제주시 노형동 1281번지 13호  ","39.2",,"식육(숯불구이)","2018-05-02"
"일반음식점","순대고을","제주특별자치도 제주시 동문로4길 13 (일도일동)","제주특별자치도 제주시 일도일동 1103번지 7호  ","20.16","064-755-6555","한식","2018-05-02"
"일반음식점","양푼이막창인제점","제주특별자치도 제주시 고마로 131 (일도이동)","제주특별자치도 제주시 일도이동 48번지 9호  ","50","064-757-3392","한식","2018-05-02"
"일반음식점","연예인","제주특별자치도 제주시 삼무로11길 36 (연동)","제주특별자치도 제주시 연동 291번지 26호  ","76.44","064-743-3639","중국식","2018-05-02"
"일반음식점","짚동가리쌩주시청점","제주특별자치도 제주시 신성로13길 6. 1~2층 (이도이동)","제주특별자치도 제주시 이도이동 1771번지 4호 1~2층","138","064-752-8188","호프/통닭","2018-05-02"
"일반음식점","(주)지앤엘(중식)","제주특별자치도 제주시 삼무로 67. 2층 (연동)","제주특별자치도 제주시 연동 291번지 30호  ","381.25","064-741-8000","중국식","2018-05-02"
"일반음식점","감수촌","제주특별자치도 제주시 지석13길 7. 1층 (삼양이동)","제주특별자치도 제주시 삼양이동 2135번지 5호  ","36.82","064-725-5388","한식","2018-05-02"
"일반음식점","정자나무집","제주특별자치도 제주시 남성로 89 (용담일동)","제주특별자치도 제주시 용담일동 237번지 5호  ","69.28","064-757-7909","한식","2018-05-02"
"일반음식점","올레집갈비","제주특별자치도 제주시 동광로5길 1 (이도일동)","제주특별자치도 제주시 이도일동 1252번지 8호  ","110.69","064-726-8724","한식","2018-05-02"
"일반음식점","유러브","제주특별자치도 제주시 고마로 130. 1층 (이도이동)","제주특별자치도 제주시 이도이동 408번지 3호  ","52.44","064-758-3035","한식","2018-05-02"
"일반음식점","가담국수","제주특별자치도 제주시 월랑로10길 21 (노형동)","제주특별자치도 제주시 노형동 1044번지 10호  ","74.92","064-749-7724","한식","2018-05-02"
"일반음식점","팡돌비어","제주특별자치도 제주시 도남로 36 (도남동)","제주특별자치도 제주시 도남동 910번지 17호  ","26.4",,"호프/통닭","2018-05-02"
"일반음식점","제주영재숯불","제주특별자치도 제주시 신광로10길 23 (연동)","제주특별자치도 제주시 연동 256번지 5호  ","125.5","064-745-8866","식육(숯불구이)","2018-05-02"
"일반음식점","카훼리","제주특별자치도 제주시 서해안로 568. 1층 (용담삼동)","제주특별자치도 제주시 용담삼동 1134번지  ","57.42","064-743-6664","회집","2018-05-02"
"일반음식점","분위기","제주특별자치도 제주시 도남로 129. 201동 (도남동.수선화아파트)","제주특별자치도 제주시 도남동 69번지 1호 수선화아파트 201동","72.6","064-721-9295","호프/통닭","2018-05-02"
"일반음식점","고마로130바베큐","제주특별자치도 제주시 고마로 130 (이도이동)","제주특별자치도 제주시 이도이동 408번지 3호  ","54",,"호프/통닭","2018-05-02"
"일반음식점","노형호수","제주특별자치도 제주시 월랑로4길 31 (노형동.(월랑1로43))","제주특별자치도 제주시 노형동 1070번지 10호 (월랑1로43)","90.2",,"한식","2018-05-02"
"일반음식점","웬두루치기","제주특별자치도 제주시 제원길 3 (연동)","제주특별자치도 제주시 연동 261번지 4호  ","23.25","064-742-9550","한식","2018-05-02"
"일반음식점","꿀꿀이두루치기","제주특별자치도 제주시 도령로11길 26-5. 108호 (연동)","제주특별자치도 제주시 연동 2313번지 3호  ","92.4","064-744-5274","식육(숯불구이)","2018-05-02"
"일반음식점","일루","제주특별자치도 제주시 진남로6길 36 (화북일동)","제주특별자치도 제주시 화북일동 1948번지 16호 (1층)","74.05","064-756-7077","한식","2018-05-02"
"일반음식점","백합","제주특별자치도 제주시 중앙로24길 3 (삼도이동.(덕성로7))","제주특별자치도 제주시 삼도이동 1241번지 4호 (덕성로7)","64.02",,"한식","2018-05-02"
"일반음식점","물병자리","제주특별자치도 제주시 북성로 59 (삼도이동)","제주특별자치도 제주시 삼도이동 1158번지 1호  ","76.38","064-721-5727","호프/통닭","2018-05-02"
"일반음식점","더막스","제주특별자치도 제주시 진동로5길 34 (화북일동)","제주특별자치도 제주시 화북일동 1966번지 18호  ","93.63",,"호프/통닭","2018-05-02"
"일반음식점","구어조은닭외도점","제주특별자치도 제주시 도근내길 13-8 (외도이동.(1층))","제주특별자치도 제주시 외도이동 234번지 2호 (1층)","37.4","064-712-8892","통닭(치킨)","2018-05-02"
"일반음식점","막창","제주특별자치도 제주시 연동9길 29 (연동.(은남4로20))","제주특별자치도 제주시 연동 283번지 5호 (은남4로20)","22","064-744-0873","한식","2018-05-02"
"일반음식점","노형섬마을","제주특별자치도 제주시 신광로10길 17 (연동)","제주특별자치도 제주시 연동 256번지 8호  ","73.81","064-744-4889","한식","2018-05-02"
"일반음식점","(주)금자탑 제주퍼시픽호텔구내","제주특별자치도 제주시 서사로 20 (용담일동)","제주특별자치도 제주시 용담일동 159번지 1호  ","57.65","064-758-2500","한식","2018-05-02"
"일반음식점","쌍둥이네","제주특별자치도 제주시 삼무로 61 (연동)","제주특별자치도 제주시 연동 281번지 28호  ","36.04","064-744-7355","한식","2018-05-02"
"일반음식점","통큰아줌마순대국밥","제주특별자치도 제주시 다랑곶4길 31 (노형동)","제주특별자치도 제주시 노형동 1068번지 12호  ","23","064-744-5750","호프/통닭","2018-05-02"
"일반음식점","시청산방흑돼지순대","제주특별자치도 제주시 동광로2길 9-2 (이도이동)","제주특별자치도 제주시 이도이동 1176번지 37호  ","51.48","064-724-4526","한식","2018-05-02"
"일반음식점","가로세줄","제주특별자치도 제주시 오현길 87 (이도일동.(1층))","제주특별자치도 제주시 이도일동 1349번지 49호 (1층)","21.89","064-755-5514","한식","2018-05-02"
"일반음식점","마시카오케이","제주특별자치도 제주시 동광로20길 29 (일도이동)","제주특별자치도 제주시 일도이동 370번지 16호  ","40.8","064-723-0041","호프/통닭","2018-05-02"
"일반음식점","도남시골낙지","제주특별자치도 제주시 도남로 44 (도남동)","제주특별자치도 제주시 도남동 909번지 9호  ","57.12","064-725-1459","한식","2018-05-02"
"일반음식점","따라비풍경","제주특별자치도 제주시 오복4길 19-1. 1층 (이도이동)","제주특별자치도 제주시 이도이동 1075번지 4호  ","24.32","064-758-1577","호프/통닭","2018-05-02"
"일반음식점","주민상회노형점","제주특별자치도 제주시 다랑곶2길 12. 1층 (노형동)","제주특별자치도 제주시 노형동 1278번지 3호  ","70.04","064-743-2034","한식","2018-05-02"
"일반음식점","딤섬호프","제주특별자치도 제주시 월랑로10길 29-1 (노형동.(월랑4로41))","제주특별자치도 제주시 노형동 1045번지 12호 (월랑4로41)","33.54","064-743-6747","한식","2018-05-02"
"일반음식점","신화파전","제주특별자치도 제주시 신대로14길 49 (연동)","제주특별자치도 제주시 연동 273번지 25호 소영빌딩(1층)","42.56",,"호프/통닭","2018-05-02"
"일반음식점","산내들","제주특별자치도 제주시 서광로4길 16 (오라일동)","제주특별자치도 제주시 오라일동 2444번지 21호  ","57","064-702-0885","한식","2018-05-02"
"일반음식점","모임터","제주특별자치도 제주시 성신북길 30 (연동.(성신9로11))","제주특별자치도 제주시 연동 2302번지 3호 (성신9로11)","48.6","064-743-1932","한식","2018-05-02"
"일반음식점","해원초가집","제주특별자치도 제주시 서해안로 687-6 (용담이동.(용두암길84))","제주특별자치도 제주시 용담이동 488번지 (용두암길84)","31.54","064-744-2552","회집","2018-05-02"
"일반음식점","황신정","제주특별자치도 제주시 정존13길 21 (노형동.창신주택102호(월랑서2로19))","제주특별자치도 제주시 노형동 1061번지 6호 창신주택102호(월랑서2로19)","46.2","064-755-2287","탕류(보신용)","2018-05-02"
"일반음식점","아궁이연탄집","제주특별자치도 제주시 도남로 12-1 (삼도일동)","제주특별자치도 제주시 삼도일동 583번지 1호  ","117.23","064-702-0992","식육(숯불구이)","2018-05-02"
"일반음식점","708090째즈스토리용담점","제주특별자치도 제주시 서해안로 648. 3층 (용담삼동)","제주특별자치도 제주시 용담삼동 516번지 2호  ","192.72","064-743-1914","경양식","2018-05-02"
"일반음식점","비에이치씨인제점","제주특별자치도 제주시 고마로 129 (일도이동)","제주특별자치도 제주시 일도이동 48번지 8호  ","72.8",,"호프/통닭","2018-05-02"
"일반음식점","초이스","제주특별자치도 제주시 신성로12길 11 (이도이동)","제주특별자치도 제주시 이도이동 1012번지 4호  ","66.32","064-752-4779","한식","2018-05-02"
"일반음식점","돈가","제주특별자치도 제주시 문송길 36 (연동.(문연1로52))","제주특별자치도 제주시 연동 303번지 41호 (문연1로52)","158.4","064-744-5700","한식","2018-05-02"
"일반음식점","연동제일","제주특별자치도 제주시 연동3길 15 (연동.(연제2로19))","제주특별자치도 제주시 연동 261번지 42호 (연제2로19)","29.66","064-743-3352","한식","2018-05-02"
"일반음식점","남양통닭인화점","제주특별자치도 제주시 고마로17길 3 (일도이동)","제주특별자치도 제주시 일도이동 377번지 21호  ","67","064-753-0599","한식","2018-05-02"
"일반음식점","여울목소주방","제주특별자치도 제주시 광양6길 9 (이도일동)","제주특별자치도 제주시 이도일동 1775번지 10호  ","28","064-722-8334","호프/통닭","2018-05-02"
"일반음식점","경준이네","제주특별자치도 제주시 신산로7길 54. 1층 (일도이동)","제주특별자치도 제주시 일도이동 601번지 12호  ","33.83","064-727-0977","한식","2018-05-02"
"일반음식점","종로3가","제주특별자치도 제주시 북성로 5 (삼도이동.(북성로9))","제주특별자치도 제주시 삼도이동 20번지 9호 (북성로9)","55.02","064-721-4128","한식","2018-05-02"
"일반음식점","황포돛대","제주특별자치도 제주시 연삼로 474 (이도이동.(연삼로494))","제주특별자치도 제주시 이도이동 391번지 4호 (연삼로494)","46.2","064-722-9341","한식","2018-05-02"
"일반음식점","윤재커피","제주특별자치도 제주시 중앙로12길 1. 1층 (이도일동)","제주특별자치도 제주시 이도일동 1403번지 2호  ","102.67",,"기타","2018-05-02"
"일반음식점","토크쇼이도2호점","제주특별자치도 제주시 도남로15길 11 (도남동)","제주특별자치도 제주시 도남동 74번지 7호  ","45.31",,"호프/통닭","2018-05-02"
"일반음식점","평진","제주특별자치도 제주시 다랑곶5길 7 (노형동)","제주특별자치도 제주시 노형동 1276번지 20호  ","47.94","064-748-1599","한식","2018-05-02"
"일반음식점","갈채","제주특별자치도 제주시 용담로 133-1 (용담일동.(용대로37))","제주특별자치도 제주시 용담일동 228번지 39호 (용대로37)","20.82","064-724-3359","까페","2018-05-02"
"일반음식점","비어사케제원점","제주특별자치도 제주시 신대로14길 50. 1층 (연동)","제주특별자치도 제주시 연동 272번지 38호  ","79.79",,"호프/통닭","2018-05-02"
"일반음식점","해바라기","제주특별자치도 제주시 중앙로 214 (이도이동.(1층))","제주특별자치도 제주시 이도이동 1773번지 19호 (1층)","34.16","064-753-2554","분식","2018-05-02"
"일반음식점","테스민","제주특별자치도 제주시 다랑곶길 28 (노형동.(다랑굿로42))","제주특별자치도 제주시 노형동 1291번지 4호 (다랑굿로42)","84.44","064-744-0187","까페","2018-05-02"
"일반음식점","제주기사","제주특별자치도 제주시 공설로 23 (오라일동)","제주특별자치도 제주시 오라일동 2446번지 1호  ","126.05","064-753-0024","한식","2018-05-02"
"일반음식점","한두기","제주특별자치도 제주시 동한두기길 25 (용담일동)","제주특별자치도 제주시 용담일동 423번지  ","30.8","064-702-7878","회집","2018-05-02"
"일반음식점","더문","제주특별자치도 제주시 신대로16길 51 (연동)","제주특별자치도 제주시 연동 273번지 57호  ","89.02","064-713-0607","까페","2018-05-02"
"일반음식점","유명","제주특별자치도 제주시 서광로2길 5-14 (오라일동)","제주특별자치도 제주시 오라일동 2442번지 12호  ","28.98","064-702-3445","한식","2018-05-02"
"일반음식점","꼬치하나로","제주특별자치도 제주시 신성로 68-1 (도남동)","제주특별자치도 제주시 도남동 52번지 5호  ","98.8","064-755-0592","한식","2018-05-02"
"일반음식점","제주족면","제주특별자치도 제주시 은남3길 34 (연동)","제주특별자치도 제주시 연동 283번지 35호  ","59.57",,"식육(숯불구이)","2018-05-02"
"일반음식점","북경루","제주특별자치도 제주시 서사로 35 (삼도이동)","제주특별자치도 제주시 삼도이동 803번지 25호  ","45.37",,"중국식","2018-05-02"
"일반음식점","윤흥분삼삼국밥","제주특별자치도 제주시 중앙로8길 5 (일도일동.(북초등길7))","제주특별자치도 제주시 일도일동 1281번지 1호 (북초등길7)","64.37","064-752-8865","한식","2018-05-02"
"일반음식점","할망곰탕집","제주특별자치도 제주시 용해로 65 (용담이동.(용해로67))","제주특별자치도 제주시 용담이동 922번지 11호 (용해로67)","21.35","064-744-6019","한식","2018-05-02"
"일반음식점","남춘","제주특별자치도 제주시 청귤로 12 (이도이동)","제주특별자치도 제주시 이도이동 379번지 3호  ","41.28","064-702-2588","한식","2018-05-02"
"일반음식점","정박사냉면본점","제주특별자치도 제주시 가령로 73 (이도이동)","제주특별자치도 제주시 이도이동 382번지 13호  ","57.91","064-751-9400","한식","2018-05-02"
"일반음식점","탐라국꾼서광점","제주특별자치도 제주시 서광로21길 3 (삼도일동)","제주특별자치도 제주시 삼도일동 552번지 15호  ","23.35","064-721-9393","호프/통닭","2018-05-02"
"일반음식점","돈마루2호점","제주특별자치도 제주시 수덕5길 71-2 (노형동)","제주특별자치도 제주시 노형동 2517번지 8호  ","163.2","064-743-0808","식육(숯불구이)","2018-05-02"
"일반음식점","올랭이와물꾸럭구제주점","제주특별자치도 제주시 천수로6길 1 (이도이동)","제주특별자치도 제주시 이도이동 408번지 9호  ","115.5",,"한식","2018-05-02"
"일반음식점","더스카이","제주특별자치도 제주시 임항로 14 (건입동)","제주특별자치도 제주시 건입동 1397번지 1호  ","309.13","064-722-3040","경양식","2018-05-02"
"일반음식점","삼육오","제주특별자치도 제주시 가령로 71 (이도이동)","제주특별자치도 제주시 이도이동 382번지 12호  ","61.85","064-752-9948","한식","2018-05-02"
"일반음식점","연대동산","제주특별자치도 제주시 오복4길 30 (이도이동.(법원로23))","제주특별자치도 제주시 이도이동 1076번지 19호 (법원로23)","51.25","064-702-5161","한식","2018-05-02"
"일반음식점","유진이네오감만족","제주특별자치도 제주시 신대로 149. 1층 (연동)","제주특별자치도 제주시 연동 304번지 28호  ","123.69","064-746-3493","한식","2018-05-02"
"일반음식점","스페샬한라점","제주특별자치도 제주시 정존11길 35 (노형동.삼환2차아파트 나동10(노형초등길35))","제주특별자치도 제주시 노형동 2614번지 4호 삼환2차아파트 나동10(노형초등길35)","49.6","064-744-6474","한식","2018-05-02"
"일반음식점","으네식당","제주특별자치도 제주시 서광로26길 8 (삼도일동)","제주특별자치도 제주시 삼도일동 580번지 83호  ","20.4","064-757-9144","호프/통닭","2018-05-02"
"일반음식점","해월","제주특별자치도 제주시 다랑곶2길 4 (노형동)","제주특별자치도 제주시 노형동 1278번지 7호  ","49.02",,"한식","2018-05-02"
"일반음식점","동도원","제주특별자치도 제주시 삼무로1길 5 (연동)","제주특별자치도 제주시 연동 260번지 14호  ","108.9","064-747-9996","한식","2018-05-02"
"일반음식점","삼영식당",,"제주특별자치도 제주시 애월읍 중엄리 705번지 2호  ","15.84","064-743-3535","한식","2018-05-02"
"일반음식점","명가해장국","제주특별자치도 제주시 조천읍 신북로 522","제주특별자치도 제주시 조천읍 함덕리 1268번지 2호  ","38.6","064-784-2363","한식","2018-05-02"
"일반음식점","명가원","제주특별자치도 제주시 애월읍 애월로 118","제주특별자치도 제주시 애월읍 애월리 1584번지 1호 (2층)","80.9","064-799-9960","경양식","2018-05-02"
"일반음식점","다락방소주방","제주특별자치도 제주시 한림읍 한림북동길 16","제주특별자치도 제주시 한림읍 한림리 1314번지 69호  ","44.31","064-796-1201","한식","2018-05-02"
"일반음식점","하루방흑돼지촌","제주특별자치도 제주시 애월읍 애월해안로 941","제주특별자치도 제주시 애월읍 하귀2리 2615번지 1호  ","71.58","064-713-8899","한식","2018-05-02"
"일반음식점","이층","제주특별자치도 제주시 한림읍 사가길 20","제주특별자치도 제주시 한림읍 한림리 1323번지 18호  ","46.11","064-796-0093","한식","2018-05-02"
"일반음식점","멕시칸양념치킨","제주특별자치도 제주시 애월읍 애월로 120","제주특별자치도 제주시 애월읍 애월리 1584번지 4호  ","47.7","064-799-9991","한식","2018-05-02"
"일반음식점","왔다식당","제주특별자치도 제주시 애월읍 하귀로 79","제주특별자치도 제주시 애월읍 하귀2리 1436번지 8호  ","74.16","064-713-3522","한식","2018-05-02"
"일반음식점","사계절식당","제주특별자치도 제주시 한림읍 한림로3길 8-4. 1층","제주특별자치도 제주시 한림읍 한림리 1372번지 16호  ","40.6","064-796-8575","한식","2018-05-02"
"일반음식점","오렌지","제주특별자치도 제주시 한림읍 사가길 2","제주특별자치도 제주시 한림읍 한림리 1350번지 1호  ","85.25","064-796-9532","한식","2018-05-02"
"일반음식점","해변","제주특별자치도 제주시 애월읍 애월해안로 90","제주특별자치도 제주시 애월읍 애월리 410번지 6호  ","48.96","064-799-7710","회집","2018-05-02"
"일반음식점","도니도니","제주특별자치도 제주시 한림읍 한림해안로 154","제주특별자치도 제주시 한림읍 한림리 1328번지 40호  ","56.84","064-796-5426","한식","2018-05-02"
"일반음식점","더클라우드","제주특별자치도 제주시 한림읍 한림해안로 530","제주특별자치도 제주시 한림읍 귀덕리 3861번지  ","399.63","064-796-9600","한식","2018-05-02"
"일반음식점","차귀식당","제주특별자치도 제주시 한경면 노을해안로 1154","제주특별자치도 제주시 한경면 고산리 3612번지  ","189.54","064-773-1114","한식","2018-05-02"
"일반음식점","제주프레시카페","제주특별자치도 제주시 한림읍 한림로 361","제주특별자치도 제주시 한림읍 협재리 1731번지  ","137.96","064-796-7272","기타","2018-05-02"
"일반음식점","한담의바다풍경","제주특별자치도 제주시 애월읍 애월로1길 26-3","제주특별자치도 제주시 애월읍 애월리 2543번지 1호  ","212.22","064-799-3444","한식","2018-05-02"
"일반음식점","토담","제주특별자치도 제주시 조천읍 신북로 481-9","제주특별자치도 제주시 조천읍 함덕리 1040번지  ","263.55","064-784-2525","한식","2018-05-02"
"일반음식점","하모니","제주특별자치도 제주시 조천읍 신북로 481-9","제주특별자치도 제주시 조천읍 함덕리 1040번지  ","222.09","064-784-2525","한식","2018-05-02"
"일반음식점","뉴월드편의점",,"제주특별자치도 제주시 한림읍 한림리 1314번지 21호  ","26.94","064-796-1327","한식","2018-05-02"
